지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),합계 일사(MJ/m2),평균 전운량(1/10)
108,2019-06-15,21.9,17.9,27.4,2.1,5.3,2.4,25.94,3.1
108,2019-06-16,22,16.1,27.2,,4.7,1.6,22.45,3.9
108,2019-06-17,21.7,18.1,26.2,0,4.1,2.3,25.36,4.5
108,2019-06-18,20.8,17,24.8,13.8,4,1.5,11.26,9.5
108,2019-06-19,21.4,18.9,25.4,.2,4.1,1.9,11.24,9.4
108,2019-06-20,22.7,19.8,27.8,,4.2,1.9,20.91,8
108,2019-06-21,22.1,19.4,26.1,.2,3.7,1.7,12.51,7.3
108,2019-06-22,24.2,17.7,30.6,,2.9,1.5,27.01,2.1
108,2019-06-23,25,19.1,31,,4.4,1.8,26.05,3
108,2019-06-24,25.2,20.9,30.9,,4.1,2,27.57,1.6
108,2019-06-25,25.6,19.5,32.8,,4.2,1.6,27.13,1.3
108,2019-06-26,25.5,20.7,29.5,0,3.1,1.3,12.11,9.5
108,2019-06-27,25.5,21.9,31.2,1.4,3.5,1.4,14.79,8.3
108,2019-06-28,24.7,22.3,29,0,3.8,1.7,10.92,8.5
108,2019-06-29,23.1,19.6,27.7,1.5,3.2,1.2,12.49,8.1
108,2019-06-30,23.9,20.9,28.5,0,4.5,2.3,16.32,6.9
108,2019-07-01,23.9,20.6,28.9,,5.2,2.3,20.33,4.9
108,2019-07-02,24.4,20.8,30.1,,4.3,2.3,21.13,4
108,2019-07-03,24.1,21.2,27.4,,3.8,1.7,12.62,6.4
108,2019-07-04,25.4,20,32.8,,4.5,1.9,27.41,2.4
108,2019-07-05,27.6,20.2,35,0,4.3,1.5,24.78,3.8
108,2019-07-06,29.7,24.6,36.1,,3.9,1.7,25.87,3.4
108,2019-07-07,26.7,22.7,32.5,,3.3,2.2,22.4,7.5
108,2019-07-08,25.1,21.2,31,,3.3,2,20.54,6
108,2019-07-09,25,19.7,30,,3.1,1.8,18.2,4.9
108,2019-07-10,22.7,19.3,27.3,8.5,3.3,2,13.4,8.4
108,2019-07-11,21.9,19.5,25.9,2.9,2.8,1.3,8.59,9.9
108,2019-07-12,23.6,20,28.7,,4.4,2,18.43,6.8
108,2019-07-13,24.9,22.1,29.7,0,3.9,1.7,15,6.4
108,2019-07-14,25.9,21.2,31.6,,3.8,1.6,20.36,4.5
108,2019-07-15,23.8,22.1,27.4,7.7,3,1.1,7.32,7.5
108,2019-07-16,24.7,21.4,28.8,6.3,3.4,1.3,13.41,7.3
108,2019-07-17,25.6,22.3,29.2,.7,2.9,1.2,11.19,9
108,2019-07-18,26.9,23.3,32.1,,3.2,1.2,12.78,6.4
108,2019-07-19,28.6,22.8,35,0,4.6,1.5,21.8,4.6
108,2019-07-20,28,25.1,31.9,1.1,3.6,2.1,10.92,9.5
108,2019-07-21,25.1,24.2,27,6.2,4.4,2.2,6.18,9.4
108,2019-07-22,26.7,24.2,31,.1,3.6,2.2,13.12,7.5
108,2019-07-23,28.1,24.4,32.9,,3.6,1.7,13.34,8.6
108,2019-07-24,26.5,25.2,27.2,1,3.4,1.6,3.17,9.6
108,2019-07-25,26.3,25.6,27.4,9.7,3.4,1.2,3.47,9.9
108,2019-07-26,25.1,23.7,25.9,60,4.5,1.7,2.35,9.9
108,2019-07-27,28.4,24.9,33.4,.6,3.9,1.3,15.31,7.6
108,2019-07-28,26.1,25,28.2,25.6,4.8,2.2,2.87,9.8
108,2019-07-29,27.5,25.6,30,.5,5,2.6,9.43,8
108,2019-07-30,28.1,26.3,30.8,1.2,5.9,3.4,8.26,8.8
108,2019-07-31,25.8,24,27.5,62.3,5.3,2.2,3.01,9.8
108,2019-08-01,26.3,23.5,30.1,26.9,4.6,1.7,13.55,7.8
108,2019-08-02,28.4,24.7,33.1,,3,1.2,15.74,3.5
108,2019-08-03,29.4,25.6,36,3,4.5,1.3,21.04,3.6
108,2019-08-04,28.3,25,34.4,8.6,3.3,1.2,17.53,5.8
108,2019-08-05,30.5,25.6,35.9,,3.2,1.1,20.66,2.5
108,2019-08-06,31.6,27.9,36.8,,2.8,1.5,22.91,6.8
108,2019-08-07,26.9,23.9,30.3,8,2.8,1.2,6.91,8
108,2019-08-08,28.9,25.9,32.7,0,3.6,1.6,15.87,6.6
108,2019-08-09,29.8,26,34.6,,4.1,1.3,19.37,4.9
